Title,Date,Link,Description,Bill_Number
"H.R. 2179, a bill to amend title 49, United States Code, to direct the Assistant Secretary of Homeland Security (Transportation Security Administration) to transfer unclaimed money recovered at airport security checkpoints to United Service Organizations","Thu, 12 Apr 2012 16:30:00 -0400",https://www.cbo.gov/publication/43166,"As ordered reported by the House Committee on Homeland Security on March 28, 2012",H.R. 2179
"H.R. 4089, Sportsmen&#039;s Heritage Act of 2012","Thu, 12 Apr 2012 15:47:32 -0400",https://www.cbo.gov/publication/43164,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",H.R. 4089
"S. 1262, Native Culture, Language, and Access for Success in Schools Act","Thu, 12 Apr 2012 13:35:00 -0400",https://www.cbo.gov/publication/43163,"As ordered reported by the Senate Committee on Indian Affairs on October 20, 2011",S. 1262
"H.R. 3452, Wasatch Range Recreation Access Enhancement Act","Mon, 09 Apr 2012 17:34:35 -0400",https://www.cbo.gov/publication/43161,"As ordered reported by the House Committee on Natural Resources on February
29, 2012",H.R. 3452
"H.R. 1840, a bill to improve consideration by the Commodity Futures Trading Commission of the costs and benefits of its regulations and orders","Mon, 09 Apr 2012 17:29:54 -0400",https://www.cbo.gov/publication/43160,"As ordered reported by the House Committee on Agriculture on January 25, 2012",H.R. 1840
"H.R. 2299, Child Interstate Abortion Notification Act","Mon, 09 Apr 2012 17:22:25 -0400",https://www.cbo.gov/publication/43159,"As ordered reported by the House Committee on the Judiciary on March 27, 2012",H.R. 2299
"H.R. 4240, Ambassador James R. Lilley and Congressman Stephen J. Solarz North Korea Human Rights Reauthorization Act of 2012","Thu, 05 Apr 2012 15:00:00 -0400",https://www.cbo.gov/publication/43156,"As ordered reported by the House Committee on Foreign Affairs on March 28, 2012",H.R. 4240
"H.R. 2308, SEC Regulatory Accountability Act","Thu, 05 Apr 2012 15:00:00 -0400",https://www.cbo.gov/publication/43158,"As ordered reported by the House Committee on Financial Resources on February 16, 2012",H.R. 2308
"H.R. 373, Unfunded Mandates Information and Transparency Act of 2011","Fri, 30 Mar 2012 15:35:54 -0400",https://www.cbo.gov/publication/43148,"As ordered reported by the House Committee on Oversight and Government Reform on November 17, 2011",H.R. 373
"S. 1925, Violence Against Women Reauthorization Act of 2011","Fri, 30 Mar 2012 15:00:00 -0400",https://www.cbo.gov/publication/43149,"As reported by the Senate Committee on the Judiciary on February 7, 2012
&nbsp;",S. 1925
"H.R. 2309, Postal Reform Act of 2011","Thu, 29 Mar 2012 15:30:00 -0400",https://www.cbo.gov/publication/43144,"As ordered reported by the House Committee on Rules on March 26, 2012
H.R. 2309 would change the laws that govern the operation of the United States Postal Service (USPS). Major provisions of the bill would:",H.R. 2309
"S. 1023, Haiti Reforestation Act of 2011","Thu, 29 Mar 2012 15:30:00 -0400",https://www.cbo.gov/publication/43145,"As ordered reported by the Senate Committee on Foreign Relations on February 14, 2012",S. 1023
"H.R. 3433, Grant Reform and New Transparency Act of 2011","Thu, 29 Mar 2012 15:30:00 -0400",https://www.cbo.gov/publication/43146,"As ordered reported by the House Committee on Oversight and Government Reform on November 17, 2011",H.R. 3433
"S. 1813, Moving Ahead for Progress in the 21st Century Act","Thu, 29 Mar 2012 15:30:00 -0400",https://www.cbo.gov/publication/43147,"The Congressional Budget Office (CBO) has reviewed S. 1813, the Moving Ahead for Progress in the 21st Century Act, as passed by the Senate on March 14, 2012. CBO estimates that enacting the legislation would increase both direct spending and revenues; therefore, pay-as-you-go procedures apply.",S. 1813
"H.R. 2157, a bill to facilitate a land exchange involving certain National Forest System lands in the Inyo National Forest, and for other purposes","Fri, 23 Mar 2012 16:13:00 -0400",https://www.cbo.gov/publication/43130,"As ordered reported by the House Committee on  Natural Resourceson February 29, 2012",H.R. 2157
"H.R. 1038, a bill to authorize the conveyance of two small parcels of land within the boundaries of the Coconino National Forest containing private improvements that were developed based upon the reliance of the landowners in an erroneous survey conducted","Fri, 23 Mar 2012 16:13:00 -0400",https://www.cbo.gov/publication/43131,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",H.R. 1038
"H.R. 3310, Federal Communications Commission Consolidated Reporting Act of 2012","Fri, 23 Mar 2012 16:13:00 -0400",https://www.cbo.gov/publication/43132,"As ordered reported by the House Committee on Energy and Commerce on March 6, 2012",H.R. 3310
"H.R. 4097, John F. Kennedy Center Reauthorization  Act of 2012","Thu, 22 Mar 2012 15:49:49 -0400",https://www.cbo.gov/publication/43125,"As ordered reported by the House Committee on Transportation and Infrastructure on March 8, 2012",H.R. 4097
"H.R. 3990, Encouraging Innovation and Effective Teachers Act","Thu, 22 Mar 2012 11:00:00 -0400",https://www.cbo.gov/publication/43121,"As ordered reported by the House Committee on Education and the Workforce on February 28, 2012",H.R. 3990
"H.R. 3989, Student Success Act","Thu, 22 Mar 2012 10:50:00 -0400",https://www.cbo.gov/publication/43120,"As ordered reported by the House Committee on Education and the Workforce on February 28, 2012",H.R. 3989
"H.R. 1410, Vietnam Human Rights Act of 2012","Tue, 20 Mar 2012 15:53:27 -0400",https://www.cbo.gov/publication/43116,"As ordered reported by the House Committee on Foreign Affairs on March 7, 2012 ",H.R. 1410
"H.R. 4041, Export Promotion Reform Act","Tue, 20 Mar 2012 15:53:00 -0400",https://www.cbo.gov/publication/43115,"As ordered reported by the House Committee on Foreign Affairs on March 7, 2012",H.R. 4041
"H.R. 3541, Susan B. Anthony and Frederick Douglass Prenatal Nondiscrimination Act of 2011","Tue, 20 Mar 2012 08:45:00 -0400",https://www.cbo.gov/publication/43111,"As ordered reported by the House Committee on the Judiciary on February 16, 2012",H.R. 3541
"H.R. 4014, a bill to amend the Federal Deposit Insurance Act with respect to information provided to the Bureau of Consumer Financial Protection","Tue, 20 Mar 2012 08:45:00 -0400",https://www.cbo.gov/publication/43112,"As ordered reported by the House Committee on Financial Services on February 16, 2012",H.R. 4014
"H.R. 3309, Federal Communications Commission Process Reform Act of 2012","Mon, 19 Mar 2012 14:45:00 -0400",https://www.cbo.gov/publication/43110,"As ordered reported by the House Committee on Energy and Commerce on March 6, 2012",H.R. 3309
"H.R. 4086, Foreign Cultural Exchange Jurisdictional Immunity Clarification Act","Mon, 19 Mar 2012 12:54:00 -0400",https://www.cbo.gov/publication/43109,"Based on information provided by the Administrative Office of the United States Courts and the National Gallery of Art, CBO estimates that H.R. 4086 would have no significant impact on the federal budget. Enacting H.R.",H.R. 4086
"H.R. 491, a bill to modify the boundaries of Cibola National Forest in the State of New Mexico, to transfer certain Bureau of Land Management land for inclusion in the national forest, and for other purposes","Mon, 19 Mar 2012 12:00:00 -0400",https://www.cbo.gov/publication/43105,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",H.R. 491
"S. 1002, Safe Doses Act","Mon, 19 Mar 2012 12:00:00 -0400",https://www.cbo.gov/publication/43106,"As ordered reported by the Senate Committee on the Judiciary on March 8, 2012",S. 1002
"H.R. 3556, a bill to designate the new United States Courthouse located at 2 Niagara Square in Buffalo, New York, as the &quot;Robert H. Jackson United States Courthouse&quot;","Mon, 19 Mar 2012 12:00:00 -0400",https://www.cbo.gov/publication/43107,"The Congressional Budget Office has reviewed H.R. 3556, a bill to designate the new United States Courthouse located at 2 Niagara Square in Buffalo, New York, as the ""Robert H.",H.R. 3556
"H.R. 5, Help Efficient, Accessible, Low-cost, Timely Healthcare (HEALTH) Act of 2011","Mon, 19 Mar 2012 12:00:00 -0400",https://www.cbo.gov/publication/43108,"As posted on the Web site of the House Committee on Rules on March 12, 2012.",H.R. 5
"H.R. 3263, the Lake Thunderbird Efficient Use Act of 2011","Thu, 15 Mar 2012 15:45:00 -0400",https://www.cbo.gov/publication/43087,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",H.R. 3263
"H.R. 2050, the Idaho Wilderness Water Resources Protection Act","Thu, 15 Mar 2012 15:45:00 -0400",https://www.cbo.gov/publication/43088,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",H.R. 2050
"H.R. 4119, the Border Tunnel Prevention Act of 2012","Thu, 15 Mar 2012 15:45:00 -0400",https://www.cbo.gov/publication/43089,"As ordered reported by the House Committee on the Judiciary on March 6, 2012",H.R. 4119
"H.R. 2240, the Lowell National Historical Park Land Exchange Act of 2011","Thu, 15 Mar 2012 15:45:00 -0400",https://www.cbo.gov/publication/43095,"As ordered reported by the House Committee on Natural Resources on February 29, 2012 ",H.R. 2240
"H.R. 665, Excess Federal Building and Property Disposal Act of 2012","Thu, 15 Mar 2012 15:45:00 -0400",https://www.cbo.gov/publication/43084,"As provided to CBO by the House Committee on Oversight and Government Reform on February 28, 2012",H.R. 665
"H.R. 2947, a bill to provide for the release of the reversionary interest held by the United States in certain land conveyed by the United States in 1950 for the establishment of an airport in Cook County, Minnesota","Thu, 15 Mar 2012 15:45:00 -0400",https://www.cbo.gov/publication/43085,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",H.R. 2947
"H.R. 1335, a bill to revise the boundaries of the Gettysburg National Military Park to include the Gettysburg Train Station, and for other purposes","Thu, 15 Mar 2012 15:45:00 -0400",https://www.cbo.gov/publication/43086,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",H.R. 1335
Elementary and Secondary Education Reauthorization Act of 2011: Revised,"Thu, 15 Mar 2012 15:00:00 -0400",https://www.cbo.gov/publication/42827,"Revised March 15, 2012 to include a private sector mandate that CBO failed to identify in the original estimate.
As ordered reported by the Senate Committee on Health, Education, Labor, and Pensions on October 20, 2011",
"H.R. 3834, the Advancing America’s Networking and Information Technology Research and Development Act of 2012","Thu, 15 Mar 2012 10:47:15 -0400",https://www.cbo.gov/publication/43093,"As ordered reported by the House Committee on Science, Space, and Technology on February 7, 2012",H.R. 3834
"H.R. 511, a bill to amend title 18, United States Code, to prohibit the importation of various injurious species of constrictor snakes","Wed, 14 Mar 2012 00:00:00 -0400",https://www.cbo.gov/publication/43094,"As ordered reported by the House Committee on the Judiciary on February 28, 2012",
"H.R. 3992, a bill to allow otherwise eligible Israeli nationals to receive E-2 nonimmigrant visas if similarly situated United States nationals are eligible for similar nonimmigrant status in Israel","Thu, 08 Mar 2012 15:15:28 -0500",https://www.cbo.gov/publication/43049,"As ordered reported by the House Committee on the Judiciary on February 28, 2012",H.R. 3992
"S. 292, the Salmon Lake Land Selection Resolution Act","Thu, 08 Mar 2012 00:00:00 -0500",https://www.cbo.gov/publication/43050,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",
"H.R. 452, Medicare Decisions Accountability Act of 2011","Wed, 07 Mar 2012 19:30:00 -0500",https://www.cbo.gov/publication/43048,"As ordered reported by the House Committee on Energy and Commerce on March 6, 2012",H.R. 452
"H.R. 4105, a bill to apply the countervailing duty provisions of the Tariff Act of 1930 to nonmarket economy countries and for other purposes","Mon, 05 Mar 2012 20:36:42 -0500",https://www.cbo.gov/publication/43038,"As introduced on February 29, 2012",H.R. 4105
"S. 1813, the Moving Ahead for Progress in the 21st Century Act, with an amendment, Number 1761, offered by Senator Reid: Revised","Mon, 05 Mar 2012 19:24:35 -0500",https://www.cbo.gov/publication/43037,"Revised March 7, 2012 to correct an error in Table 1.",S. 1813
"H.R. 3606, the Reopening American Capital Markets to Emerging Growth Companies Act of 2011","Mon, 05 Mar 2012 10:59:29 -0500",https://www.cbo.gov/publication/43026,"As reported by the House Committee on Financial Services on March 1, 2012",H.R. 3606
"S. 271, the Wallowa Forest Service Compound Conveyance Act","Mon, 05 Mar 2012 00:00:00 -0500",https://www.cbo.gov/publication/43043,"As ordered reported by the House Committee on Natural  Resources on February 29, 2012",
"S. 404, An act to modify a land grant patent issued by the Secretary of the Interior","Mon, 05 Mar 2012 00:00:00 -0500",https://www.cbo.gov/publication/43044,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",
"S. 684, An act to provide for the conveyance of certain parcels of land to the town of Alta, Utah","Mon, 05 Mar 2012 00:00:00 -0500",https://www.cbo.gov/publication/43045,"As ordered reported by the House Committee on Natural Resources on February 29, 2012",
"H.R. 3606, Jumpstart Our Business Startups Act","Fri, 02 Mar 2012 16:51:51 -0500",https://www.cbo.gov/publication/43025,"As posted on the Web site of the House Committee on Rules on February 27, 2012",H.R. 3606
"H.R. 1837, Sacramento-San Joaquin Valley Water Reliability Act","Mon, 27 Feb 2012 18:39:17 -0500",https://www.cbo.gov/publication/43022,"As ordered reported by the House Committee on Natural Resources on February 16, 2012",H.R. 1837
"S. 2101, the Iran Sanctions, Accountability, and Human Rights Act of 2012","Mon, 27 Feb 2012 18:19:19 -0500",https://www.cbo.gov/publication/43021,"As reported by the Senate Committee on Banking, Housing, and Urban Affairs on February 13, 2012",S. 2101
